puesto,estado,ciudad,ap,indice,variacion,variacion_anual,peso_1,peso_100
783,TLAXCALA,"Tlaxcala, Tlax.",Educación,103.379,0.31,-5.26,0.0003,0.03
784,VERACRUZ,"San Andrés Tuxtla, Ver.",Tarifas Autorizadas por Gobierno,106.318,0.02,1.03,0.0003,0.03
785,VERACRUZ,"Coatzacoalcos, Ver.",Frutas y Verduras,111.493,0.86,-4.42,0.0003,0.03
786,VERACRUZ,"Coatzacoalcos, Ver.",Tarifas Autorizadas por Gobierno,104.954,0.01,0.21,0.0003,0.03
787,ZACATECAS,"Fresnillo, Zac.",Resto de Agropecuarios,121.377,-0.97,6.02,0.0003,0.03
788,BAJA CALIFORNIA SUR,"La Paz, B.C.S.",Educación,108.157,0,0.82,0.0002,0.02
789,BAJA CALIFORNIA SUR,"La Paz, B.C.S.",Frutas y Verduras,111.286,-2.11,0.42,0.0002,0.02
790,CAMPECHE,"Campeche, Camp.",Educación,104.016,0,-1.71,0.0002,0.02
791,CHIAPAS,"Tapachula, Chis.",Educación,108.074,0,2.21,0.0002,0.02
792,CHIHUAHUA,"Jiménez, Chih.",Tarifas Autorizadas por Gobierno,134.022,0.79,5.35,0.0002,0.02
793,COAHUILA,"Monclova, Coah.",Resto de Agropecuarios,111.294,1.77,5.79,0.0002,0.02
794,COAHUILA,"Monclova, Coah.",Tarifas Autorizadas por Gobierno,107.865,1.34,1.07,0.0002,0.02
795,COLIMA,"Colima, Col.",Educación,111.422,0,3.4,0.0002,0.02
796,DURANGO,"Durango, Dgo.",Educación,111.255,0,2.37,0.0002,0.02
797,DURANGO,"Durango, Dgo.",Tarifas Autorizadas por Gobierno,112.441,0.03,0.56,0.0002,0.02
798,ESTADO DE MEXICO,"Atlacomulco, Edo. de Méx.",Educación,107.934,0,0.5,0.0002,0.02
799,GUERRERO,"Acapulco, Gro.",Educación,110.192,0,3.18,0.0002,0.02
800,GUERRERO,"Iguala, Gro.",Educación,97.047,0,-6.51,0.0002,0.02
801,HIDALGO,"Tulancingo, Hgo.",Frutas y Verduras,103.652,0.59,-4.95,0.0002,0.02
802,HIDALGO,"Tulancingo, Hgo.",Tarifas Autorizadas por Gobierno,102.529,0.3,0.44,0.0002,0.02
803,NAYARIT,"Tepic, Nay.",Educación,111.235,0,1.46,0.0002,0.02
804,QUINTANAROO,"Chetumal, Q. Roo.",Frutas y Verduras,106.792,-5.25,-5.06,0.0002,0.02
805,QUINTANAROO,"Chetumal, Q. Roo.",Tarifas Autorizadas por Gobierno,124.059,0.04,2.62,0.0002,0.02
806,SONORA,"Huatabampo, Son.",Frutas y Verduras,109.574,-0.37,3.07,0.0002,0.02
807,SONORA,"Huatabampo, Son.",Tarifas Autorizadas por Gobierno,108.743,0.3,3.2,0.0002,0.02
808,SONORA,"Esperanza, Son.",Frutas y Verduras,109.711,2.74,1.76,0.0002,0.02
809,SONORA,"Esperanza, Son.",Tarifas Autorizadas por Gobierno,104.705,0.21,2.16,0.0002,0.02
810,VERACRUZ,"San Andrés Tuxtla, Ver.",Educación,107.076,0,0.36,0.0002,0.02
811,VERACRUZ,"Coatzacoalcos, Ver.",Educación,106.008,0,-0.52,0.0002,0.02
812,ZACATECAS,"Zacatecas, Zac.",Frutas y Verduras,109.073,-0.77,-2.34,0.0002,0.02
813,ZACATECAS,"Zacatecas, Zac.",Resto de Agropecuarios,115.61,0.6,7.93,0.0002,0.02
814,BAJA CALIFORNIA SUR,"La Paz, B.C.S.",Tarifas Autorizadas por Gobierno,100.081,0.2,-0.5,0.0001,0.01
815,CHIHUAHUA,"Jiménez, Chih.",Educación,106.04,0,-0.33,0.0001,0.01
816,COAHUILA,"Monclova, Coah.",Educación,110.773,0,4.3,0.0001,0.01
817,COAHUILA,"Monclova, Coah.",Frutas y Verduras,110.975,-3.04,-4.18,0.0001,0.01
818,HIDALGO,"Tulancingo, Hgo.",Educación,108.759,0,2.55,0.0001,0.01
819,OAXACA,"Tehuantepec, Oax.",Educación,110.621,0,2.53,0.0001,0.01
820,QUINTANAROO,"Chetumal, Q. Roo.",Educación,108.997,0,1.51,0.0001,0.01
821,SONORA,"Huatabampo, Son.",Educación,108.971,0,5.09,0.0001,0.01
822,ZACATECAS,"Fresnillo, Zac.",Educación,110.197,0,2.61,0.0001,0.01
823,ZACATECAS,"Fresnillo, Zac.",Tarifas Autorizadas por Gobierno,112.48,0.71,8.81,0.0001,0.01
824,ZACATECAS,"Zacatecas, Zac.",Educación,112.368,0,3.73,0.0001,0.01
825,ZACATECAS,"Zacatecas, Zac.",Tarifas Autorizadas por Gobierno,115.104,0.55,2.65,0.0001,0.01
